,Comment
10757,ndk-stack: Fixes + Documentation\n\nThis patch fixes the ndk-stack tool to properly work as advertized and\nadds a new documentation file (docs/NDK-STACK.html) to illustrate its usage.\n\n+ Add build/tools/build-ndk-stack.sh to automatically rebuild the\n  host tool from sources (and from scratch).\n\n+ Ensure that rebuild-all-prebuilt.sh invokes build-ndk-stack.sh\n  and places the resulting binary at the top of target NDK directory.\n\n+ Ensure that package-release.sh places the prebuilt binaries into\n  the final packages.\n\n+ Add a --host-only option to rebuild-all-prebuilt.sh to indicate\n  that you only want to rebuilt the host binaries (and none of the\n  target ones). The --darwin-ssh and --mingw options also imply\n  --host-only.\n\nChange-Id: I5f26e83378c02bfd3b62fa76a7c50c5755104fa9\n
10758,Limit length of SSID input string to 32\n\nLimits the UI text box of the SSID field to 32 characters (which is\nstandard) from previously being unlimited in the UI but constrained\nin the driver implementation.\n\nSee IEEE 802.11-1999 7.3.2.1 Service Set Identity (SSID) element.\n\nChange-Id: I17573ee338ed744a2bc0258ee2c0f382c1a5c931\n
10759,sqlite-jdbc should not use TARGET_PRELINK_MODULE\n\nTARGET_PRELINK_MODULE is per product not per module. Using it in\na module will cause the entire system to not be prelinked.\n\nChange-Id: I6148c59e24c6c8876b34eb83fbaa312a41ae220a\n
10760,Remove sticky broadcast at supplicant disconnect\n\nWhen disabling Wi-Fi while still connected to a network the last\nsupplicant state sent will be COMPLETED. Since it is sticky the\nvalue will be COMPLETED until a new intent is sent from\nWifiStateTracker.java. This might fool an application that Wi-Fi\nis in a different state than it actually is. Solved by using\nremoveStickyBroadcast while handling EVENT_SUPPLICANT_DISCONNECT.\n\nChange-Id: Ie3e57102cff396fe982bfd51093ca4acf571bc6e\n
10761,"Limiting WPA password box to the standard.\n\nIn case of ascii the max length is 63 and in case of hex it is 64.\n\nThis fixes the below scenario:\n\nIf defining\Portable Wi-Fi hotspot\"" with WPA2 key containing 64\ncharacters (or more) the hotspot will be deactivated and \""Error\"" will\nbe shown. Then if you activate hotspot again and check settings the\nhotspot will be up and running and settings will say it is secured with\nWPA2 eventhough it is activated as an \""open\"" hotspot and others can\nconnect witout security check.\n\nThe setting will be updated first after stepping backwards in the menu\nand then in again to see that the Hotspot is actually defined and active\nas \""open\"".\n\nThis could be really problematic for users that might be mislead to think\nthey have secured their Hotspot.\n\nChange-Id: Idc0a1bf80f3e8b6db312e2cd9c3ba380c5fb15cf\n"""
10762,Fixed dialog handling in UsbStorageActivity\n\nDialogs in UsbStorageActivity were added in a non-UI thread\nwhich caused crashes e.g. when changing orientation. Dialogs are\nnow created in the UI thread.\n\nChange-Id: I8ba9896991ca1e36ce50051f166a03d8dd8b7a0e\n
10763,InputManager: Enable touch devices without associated displays\n\nHere we add support for touch devices which aren\u0027t associated with\na display. These devices should not be treated as touchscreens but\nshould still be accessible through the input subsystem.\n\nChanged ViewRoot java class to enable dispatch of position events\nthrough Android\u0027s java layers as a pointer event. Only applications\nwhich can distiguish pointer vs position will enable this feature.\n\nChange-Id: I42bb279fbdf90a6e293b2301750dc7b1472b4c89\n
10764,nf: qtaguid: workaround xt_socket_get_sk() returning bad SKs.\n\n* xt_socket_get_sk() returns invalid sockets when the sk_state is TCP_TIME_WAIT.\nAdded detection of time-wait.\n* Added more constrained usage: qtaguid insures that xt_socket_get*_sk() is\nnot invoked for unexpected hooks or protocols (but I have not seen those\nactive at the point where the returned sk is bad).\n\nSigned-off-by: JP Abgrall \u003cjpa@google.com\u003e\nChange-Id: Id2a9912bb451a3e59d012fc55bbbd40fbb90693f\n
10765,"pullVcard of unknown phone number\n\nWhen performing a pullVcardListing pullVcardEntry or pullPhonebook\non a phone with a call list which contains an unknown phone number\nthe phone returns \-1\"" as number/name. Corresponding errors exist\nfor private and payphone numbers where the phone returns the name\n\""-2\"" and \""-3\"" respectively. During pullVcardListing the Name\nattribute may contain the phone number in case the name is not\nknown. The latter is already implemented today however instead of\nusing e.g. \""-1\"" as name when the phone number is not known the\nphone should use Name \u003d \""Unknown\"". Currently there are no other\nmatching corresponding strings defined for private and payphone\nnumber which means that for now \""Unknown\"" may be returned as name\nalso for these numbers.\nDuring pullVcardEntry and during pullPhonebook when the phone number\nis unknown then the Number attribute should contain the string\n\""Unknown\"". During the same scenario the FN and N attributes both\nshould contain the string \""\"" when the name is not known. When it\ncomes to private and payphone numbers the same as for\npullVcardListing apply here i.e. \""Unknown\"" may be used in the\nNumber attribute also for these numbers\n\nChange-Id: I33cf6ceecf5c8fba426eacbb3a507228f8e4de4d\n"""
10766,nf: qtaguid: make procfs entry for ctrl return correct data.\n\nFixed procreader for /proc/net/xt_qtaguid/ctrl: it would just\nfill the output with the same entry.\nSimplify the **start handling.\n\nSigned-off-by: JP Abgrall \u003cjpa@google.com\u003e\nChange-Id: I3b92580228f2b57795bb2d0d6197fc95ab6be552\n
10767,"Bluetooth: Add vCard version support for call history.\n\nUnder current implementation PSE only deliver call history\nunder format VCard2.1 to PCE this is not correct according to\nPBAP specification which says \The PSE shall support both\nvCard2.1 and vCard3.0 versions and deliver the Entries to the\nPCE under the format version that is requested by the PCE.\""\nThis fix is to make implementation following such PBAP\nspecificaiton.\n\nChange-Id: Id0146d0887bad3bd066109ecd3be674b3106bced\n"""
10768,removing shadowing redeclaration of result\n\nChange-Id: Ic1f86962dfb8620cf5c63ff4913b2f0bf908abb5\n
10769,Pass bits per pixel tu UI when it gets attached to core framebuffer\n\nInstead of passing bits per pixel property in each and every framebuffer notification\nmessage do it once when UI attaches to the core\u0027s framebuffer service.\n\nChange-Id: Ic1f6d9796b64d40518f09f5a5341f8359ff817b7\n
10770,Serialise GSM call status to snapshot\n\nChange-Id: I54491e3e9910591aedcd700a9a350dc7a6fa7127\n
10771,net: wireless: bcm4329: Update to version 4.218.248-18\n\n- Improve BT-coex to differentiate HID and SCO device during DHCP session\n- Enforce DTIM\u003d1 for any SoftAP settings to optimize internal memory logic\n\nSigned-off-by: Dmitry Shmidt \u003cdimitrysh@google.com\u003e\n
10772,Huawei fix for call function tests failing on Mobile Internet Devices Personal Media Players and other non-phone devices\n\nChange-Id: I176e3e12a723c43e643558c1923802fc9b733c19\n
10773,Added view.invalidate() in testComputeScroll.\n\nThis test examines the value of flag set in computeScroll() is true or not.\nThe process of computeScroll() is done asynchronously form different process when scroll information needs to be updated after requestLayout().\n\nHowever computeScroll() is only called when scroll information needs updated.\nIf it does not require updated information this test fails.\n\nTo avoid this I called view.invalidate() to modify to redraw the view.\n
10774,Greek keyboard support for LatinIME\n\nChange-Id: I86331be6bd639baca85c38980a54f1ff348d1938\n
10775,serial: tegra_hsuart: Make sure current byte rx complete in suspend\n\nMake sure that the last byte has been received by the uart during\nsuspend after RTS is deasserted.\n\nChange-Id: I3517ec058fdca912ff5ad8770d2b1c5015385385\nSigned-off-by: Andrei Warkentin \u003candreiw@motorola.com\u003e\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
10776,SipService: rediscover local IP on VPN on/off\n\nChange-Id: Ief3d8df50eee5da1b0a0f98b826fe7b1bb753d91\n
10777,video: tegra: add HOST1_SYNC regs to nvhost_debug_show dump\n\nChange-Id: I48cccf5b0df768b9cfc774803f3945f4806a62ac\n
10778,qemu: Add emulator support for Multi SIM Functionality.\n\nAdded emulator support for Multi SIM Functionality.\n\nChange-Id: I1e1b66b209dc51154b72a89d1f15f5f586e03550\n
10779,"Fix AvdManager to correctly find emulator in AOSP.\n\nThis is a temporary workaround on the lack of a main\n\emulator\"" binary in AOSP which will be fixed later.\n\nChange-Id: I61f03ed8a54a410469f95a1100ef38eef7ab4bf6\n"""
10780,use correct format specifier for size_t\n\nfirst size_t is unsigned and %d denotes a signed int\nsecond since C99 there is the z specifier that should be used when handling size_t\n\nChange-Id: Ic47bb8a3020f267e1f84d353e768d8de7324ac7f\n
10781,ARM: S5PC11X: CPUFREQ: Fix power suspend cpu frequency\n\nPower suspend often crashes the device if the cpu frequency is not\nequal to SLEEP_FREQ. If the current cpufreq policy does not include\nSLEEP_FREQ cpufreq_driver_target() does not change the cpu frequency\nfor power suspend resulting in crashes. This gives\ncpufreq_driver_target() a modified cpufreq policy that includes\nSLEEP_FREQ to force the frequency to SLEEP_FREQ upon power suspend\nregardless of the current cpufreq policy.\n\nSigned-off-by: Michael Huang \u003cmike.g.huang@gmail.com\u003e\n
10782,"Continuing UI for new SDK Manager Packages Page.\n\n- Changed application to not display the \page selector\"" anymore.\n  Instead there\u0027s only one page which is is the available+installed\n  packages combined page.\n\n- The app behavior depends on the env var.\n  - When set it becomes the \""SDK Manager\"" to only deal with packages.\n  - When unset it has the previous look \u0026 pages to deal with both\n    AVD and SDK packages.\n  - Eventually we\u0027ll also have an AVD separate app and we can\n    factor out/cleanup the old window implementation.\n\n- Integrated the progress bar + status in the page.\n  - This isn\u0027t linked to Eclipse yet.\n  - The ProgressTask* classes deal with the old behavior of\n    a separate progress dialog.\n  - The new ProgresView* classes deal with the new behavior\n    of the progress status incorporated in the main page.\n\nOther changes:\n- Changed layout of the new package page\n- Center add-on sites dialog on top of parent.\n- Display \""details\"" in tree view (e.g. includes obsolete\n  packages + all archives)\n- Plug in logic for install/delete buttons\n\nChange-Id: I84c021cb7104681bb39445bd79ab01e161a22796\n"""
10783,"Line Wrapping General settings\nSet \Never join already wrapped lines\"" to true.\n\nChange-Id: I5d2329668d774280780953228786d23214fae1e9\n"""
10784,"Revert \DISABLED 2 lines that break the SDK build (bios.bin in sdk/tools.atree)\""\n\nThis reverts commit 147e8b73aefa28ef599628c718060450539b6102.\nThe original commit was merged out of sequence - thus the need for the\noriginal revert. All dependent commits are now complete so we can put back\nin place the original change.\n"""
10785,"Comments General settings\nSet \Never join lines\"" to true.\n\nChange-Id: I6a1a4ae00d5fbcdee0e168f54fe864feb0343e66\n"""
10786,Set hw.keyboard.lid default value to false for API level \u003e\u003d 12\n\nThis patch modifies the emulator to extract the target API level for\nthe AVD or the current platform release and use it to set the\ndefault value of hw.keyboard.lid.\n\nThis will *not* affect any existing AVD/platform that sets the value\nexplicitely in its config.ini (for AVDs) or hardware.ini (for platform\nbuilds).\n\nThe change is beneficial for platform builds targetting API level \u003e\u003d 12\nbecause the input framework changed its the window orientation behaviour\ndepending on the availability of a hardware lid.\n\nIn short this allows platform builds to be correctly oriented even\nif they don\u0027t provide a custom hardware.ini.\n\nFix for bug 4128604\n\nChange-Id: I195135aae6f3c4cc11d2f01e1293f3cd6cad2f58\n
10787,"Control statements \u0027if else\u0027\nSet \keep \u0027then\u0027 statement on same line\"" to true.\n\nChange-Id: I6012bc0c55c42fb6a1987c6080849ba8ac78bdf4\n"""
10788,removed compile warning redundant redeclaration\n\nthe function only needs to be declared in yaffs2/yaffs_guts.h which is included in yaffs2/yaffs_tagsvalidity.h\n\nChange-Id: I781661e70e92f96df327bc28b495686e86e825e9\n
10789,removed assignements above array bounds\n\nthe yaffs_ObjectHeader defines the size of roomToGrow with 4 if CONFIG_YAFFS_WINCE and 10 else\ntherefore the assignments are out of bounds\n\nChange-Id: I8838abab5557f344019368af3d5f780f6b9b4185\n
10790,releasetools: Fix reference to unassigned variable in edify generator.\n
10791,releasetools: Fix reference to unassigned variable in edify generator.\n
10792,net: wireless: bcm4329: Cumulative update to Version 4.218.248-18\n\nSigned-off-by: Dmitry Shmidt \u003cdimitrysh@google.com\u003e\n
10793,staging: android: lowmemorykiller: Don\u0027t wait more than one second for a process to die\n\nIf a process forked and the child process was killed by the\nlowmemorykiller the lowmemory killer would be disabled until\nthe parent process reaped the child or it died itself.\n\nChange-Id: I709b1a4e1b1a1970e51d26a39fcbee57977bbc7f\nSigned-off-by: Arve Hjønnevåg \u003carve@android.com\u003e\n
10794,lowmemorykiller: don\u0027t unregister notifier from atomic context\n\nThe lowmemorykiller registers an atomic notifier for notfication of when\nthe task is freed.  From this atomic notifier callback it removes the\natomic notifier via task_free_unregister().  This is incorrect because\natomic_notifier_chain_unregister() calls syncronize_rcu() which can\nsleep which shouldn\u0027t be done from an atomic notifier.\n\nFix this by registering the notifier during init and only unregister it\nif the lowmemorykiller is unloaded.\n\nChange-Id: I1577b04e617bc2b2e39dcb490fcfc9ce660eb7ec\nSigned-off-by: Rabin Vincent \u003crabin.vincent@stericsson.com\u003e\nSigned-off-by: Christian Bejram \u003cchristian.bejram@stericsson.com\u003e\n
10795,staging: android: lowmemorykiller: Ignore shmem pages in page-cache\n\nChange-Id: Ia54fc50b7dcabfeb71eb487c652803f83e2f3d8e\nSigned-off-by: Arve Hjønnevåg \u003carve@android.com\u003e\n
10796,"adb: Add \adb disconnect\"" command for disconnecting TCP/IP devices.\n\nAlso check that device is not already connected in \""adb connect\""\n\nChange-Id: I5f84b56b63d8c6932f23791cac319fd6bc39d36c\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n"""
10797,Add support for Acer devices\n\nChange-Id: I7045249f86e2b628c31c888e95eb5ba6f6c47251\n
10798,Merge from donut\n
