,Comment
10546,add support for track cpu and real timennenhanc traceview to support extract cpu and real time profilendata from trace and plot them accordinglynnin contrast the origin threadcpu algorithm incorrectli assumednthat thread could not execut in parallel so it would produceninaccur represent of the global execut timelin on smpnsystemsnnto use thi featur dalvik must be restart with appropriatenprofil optionsnncollect cpu time onli default global timelin must be inferredn adb shell setprop dalvikvmextraopt xprofilethreadcpuclocknncollect real time onli cpu usag inform is not availablen adb shell setprop dalvikvmextraopt xprofilewallclocknncollect cpu time and real time inform most accur butnrequir a newer vmn adb shell setprop dalvikvmextraopt xprofiledualclocknntraceview remain compat with trace gather on older devicesnand produc ident output when analyz trace gather withnth threadcpu clocknnad a featur that display the exclus and inclus timeninform while hover over a methodnnad a featur that display the time spent in a context switchnbi a simpl pixel underlin within the bodi of the method callnthi make it much easier to identifi long run method thatnspend most of their time block on a waitnnfix a bug in the way that the method call highlight werendisplay which could caus them to be truncat down to ansinglepixel width depend on the pixel align of thenstart and end of each segmentnid 
10547,revert network wireless add hang event and consol monitoringnnthi revert commit dmitri shmidt dmitri shmidt 
10548,add the project necessari for the new way of build aospn 
10549,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10550,tweak to sampl classpath to reduc errorsnnremov the IM provid ad some keystorevpn pathsn 
10551,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10552,bionic remov unneed variabl from chkreallocnn and simplifi the gener codennnedoffbi andré goddard rosa 
10553,mtd nandbas fix nandpanicwaitnnfix the problem of nandpanicwaitnnnedoffbi tom zhu san mehat 
10554,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10555,bionic equal the program name between sspc and libccommoncnn for the consist sakennnedoffbi andré goddard rosa 
10556,noop merg from donutn 
10557,test to verifi devic imeimeidnnbug that telephonymanagergetdeviceid return either a imei id for gsm phone hex meid id for cdma or meid id check that a valid mac address is return byndevic that are neither gsm or cdmanid 
10558,ukrain local tag test cupcakenartfulbit httpwwwartfulbitscomn 
10559,arm camera cleanup of and remov unnecessari mutex and spinlocksn elimin unnecessari allocationsnt elimin alloc made by the vfe interrupt in favornt of a staticallyalloc ring buffernt use vfealloc for all alloc made by the vfe taskletnt combin extdata and ctrl in one kzallocn rewrit vfeprocop to use a tabl of callback and event mappingsnnnedoffbi iliyan malchev 
10560,arm msm camera fix crash on interrupt syscallsnnnedoffbi iliyan malchev 
10561,remov dash when local and number is not nanp or japannnremov all dash if local nanp or japan and the have there countri codennus case If ad a number start with and thenn tri to add a countri code befor ex we will firstn trigger nanp format with so when we getn we will still have the old nanp formattingn thi number should be shown as 
10562,arm msm camera add a gfp mask to vfealloc and vferespnnnedoffbi iliyan malchev 
10563,initi mvisibilitychang to truennnedoffbi anu sundararajan 
10564,merg commit of gitandroidgitkernelorgplatformframeworksbas into 
10565,merg commit of gitandroidgitkernelorgplatformframeworksbas into 
10566,msm allow to use the phone as a bootabl usb keynnwith the current code my bio fail to boot from the usb mass storagendu the fact that it send a cdb inquiri with while the inquiryncommand size is equal to to usb mass storag specif for bootabilityn nthe devic shall accept a bot bcbwcblength of for all the commandsndocu in thi specif and pad byte are ad to make the cdbsnhave a fix length of pad byte shall be set to zero by the hostnnso let checkcommand also accept a fix size of and then check thatnth remain byte are realli by updat cmndsizenntest success with sever differ biosnnnedoffbi vincent palatin 
10567,arm camera replac vfe tasklet with a workqueuennnedoffbi iliyan malchev 
10568,fix potenti crash dure stream session with multipl frame per packetn 
10569,net fix race in fix a recurs deadlock in we stop hold the hash tabl locknacross tcpdone call thi fix the deadlock but introduc a race wherenth socket could die or chang statennfix befor unlock the hash tabl we grab a refer to the socket wencan then unlock the hash tabl without risk of the socket go away We thennlock the socket which is safe becaus it is pin We can then callntcpdon without recurs deadlock and without race upon return we unlocknth socket and then unpin it kill itnid robert love dima zavin 
10570,fix an ilig freennmmapgltexturecoordarray is not an alloc pointer therefor it be freednid 
10571,emul opengl fix bug in gralloc unregisterbuffernnreset the ashmembas mappedpid on unregisterbuffernid 
10572,valid array typenid 
10573,fix bug releas memori which allocatednid 
10574,opengl translat conform fixesnnfix shader and program name in gldeleteshaderprogramnfix object name manag to accept object with name unbind of buffersframebuff and renderbuffersnsepar getpoint to have specif implement for gle and number of support textur imag to match glnid 
10575,conform fixesnnfix incorrect optim that skip draw on fals conditionsnid 
10576,opengl translat add vertex attrib index validationnnfix conform test issuenid 
10577,alsa soc add switch base headset detect supportnnandroid reli on a switch class driver to report ueventnfor headset statu thi add support for basic headset statusnreport to the codec driver the switch is registerednonli if the codec privat data indic it should be usednthi allow board that use jack detect mechan tonregist the switch for headset detect elsewherenid chri kelli 
10578,support glnumcompressedtextureformat getnid 
10579,tex is legalnid 
10580,updat the aac and amr node to decrement the licens counter after playbackn 
10581,the follow chang improv the report done in hierarchyview via the viewdebug interfacennwind river ha built a system test platform for android It is call stp for system test platformnw use adb to access viewdebug in android phone the viewdebug interfac is miss a few importantnvalu that we can use to run test these chang add access to those valu as describ belownnviewviewdebugjava thi chang add a screenx and screeni posit for the overal view without thesenvalu we cannot tell where a popup window is on the screen We use network interfac to click thenandroid screen in specif locat and we need to know where window are positionednnwidgetanalogclockjava like to know the time that the clock is show to verifi itnnwidgetcheckedtextviewjava like to know if the item is check on notnnwidgetcompoundbuttonjava like to know if the item is check on notnnwidgetprogressbarjava we need to know isindetermin getprogress getsecondaryprogress andngetmax so we can understand what slider and progress bar are showingnnwidgettextviewjava we need to know the current select getselectionstart and been test version of thi code on cupcak donut and eclair on emul dev phone and otherndevic like these chang in soon to be abl to run our suit without ask our partner to changentheir android sourc and so we can test new phone without ani patch just by plug them innnthank you for your considerationn 
10582,merg commit of gitandroidgitkernelorgplatformframeworksbas into 
10583,aggreg test result when use the list option to pvplayerenginetestn 
10584,improv extern build documentationnnupd the document to show the current procedur fornoutoftre buildsn 
10585,set env variabl artisticstyleopt dure setup for PV build systemn 
10586,intern PV build system cleanupn 
10587,replac kbhit implement in sampl appn 
10588,add insertel and clear method to link listn 
10589,move the resourc enum from the qualifi class to sdklibnnthi is so that other code like the manifest parser can use themnid 
10590,ad defon for wimax network and iden networkn 
10591,fix buildnid 
10592,ad addit pvmf statu code to handl rtsp error code from the server when the server return rtsp error messag the pvmf statu code map to rtsp error code will be returnedn 
10593,fix for opencor to compil on 
10594,locationmanagerservic fix race when remov locationlistenernnin locationmanagerservic if a locationlisten is remov while it hasna pend broadcast the wake lock held while pend broadcast arenoutstand do not get clear properlynnther are case of thi race that are locationcallbackfinish wa chang to check the mreceiv hashmapndirectli instead of call getreceiv getreceiv would add thenilocationlisten as a new receiv if it did not exist which causedna receiv that wa remov when it still had a broadcast pend tonb ad back in a bad state when the pend broadcast removeupdateslock wa chang to decrement the pend broadcastsnwhen a receiv is remov that ha pend broadcastsn 
